id,name,duration_ms,popularity,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,format
5ZrehhPyYi7KgzUCYiaEFC,Dragon,668173,16,0.374,0.91,-4.993,1,0.121,0.00576,0.000143,0.142,0.0999,121.713,4,0
2zg2zQsXs0o6hCH9MTkZzw,Junior Dad,1168906,19,0.253,0.248,-9.062,1,0.0355,0.0196,0.597,0.111,0.0698,112.217,4,0
2otSugsyrMFRi7ohdeB635,That Was Just Your Life,428320,45,0.251,0.994,-2.29,1,0.109,0.000577,0.0018,0.0898,0.361,189.891,4,0
3KFtAMirz8dF1gApXdWMRf,The End Of The Line,472360,44,0.335,0.985,-2.383,0,0.0921,0.000115,0.000807,0.135,0.202,106.552,4,0
5xABQiiRBuVWsL9zamoj1G,"Broken, Beat & Scarred",385466,44,0.323,0.982,-1.459,1,0.0869,4.9e-05,0.00415,0.237,0.48,121.895,4,0
2gqzkEF88vMclfRZEIOnQO,The Day That Never Comes,476266,60,0.334,0.986,-1.046,0,0.0576,0.000114,0.0353,0.0805,0.48,124.668,4,0
5w3TTTAo6DIEjQYO3vKZq0,All Nightmare Long,477013,54,0.271,0.985,-0.805,1,0.123,0.000568,0.00112,0.0809,0.354,182.981,4,0
2LfonCFEOzFedikP12rTeo,Cyanide,399546,48,0.313,0.993,-0.463,0,0.0751,0.000119,0.000335,0.303,0.497,129.255,4,0
6guXhXMAHU4QYaEsobnS6v,The Unforgiven III,466586,56,0.298,0.766,-3.485,0,0.0347,0.00203,3.84e-06,0.117,0.0923,121.555,4,0
3XLnsk7Xs7ONROfmWTB58u,The Judas Kiss,480760,41,0.412,0.975,-0.974,0,0.0719,0.000444,0.00325,0.0387,0.465,88.673,4,0
0rd4qVsMPD8YtAZEpsalT6,Suicide & Redemption,597720,42,0.256,0.955,-2.224,0,0.0733,4.78e-05,0.836,0.0877,0.396,164.397,4,0
6qIleHbUTXcGfBfQ8h0R2n,My Apocalypse,301013,42,0.262,0.993,-1.27,0,0.199,0.000199,0.00182,0.0962,0.279,199.915,4,0
6ji9oUOQtCWGLra4XoY5dQ,Some Kind Of Monster,505546,25,0.337,0.938,-5.266,1,0.0532,0.000475,0.238,0.186,0.648,105.377,4,0
6rwAQ8iEabmTCgjEJsDbPw,The Four Horsemen - Live,320586,18,0.408,0.988,-3.068,1,0.0526,9.28e-05,0.00448,0.353,0.33,110.817,4,0
1lRDIwSH5N1h3UwTGG2yyu,"Damage, Inc. - Live",299240,16,0.306,0.98,-3.478,0,0.0623,5.29e-05,0.0291,0.857,0.35,98.824,4,0
5wxO3w2Jh1QyxwDogm5aWE,Leper Messiah - Live,355680,17,0.37,0.97,-3.139,1,0.0558,7.25e-05,0.015,0.869,0.462,139.831,4,0
5xST97rDkmTG1kErXfvkl6,Motorbreath - Live,199933,15,0.367,0.994,-2.761,0,0.113,0.000897,8.44e-05,0.616,0.363,101.632,4,0
4eTsF6IJzeuBoIlRVXQsm7,Ride The Lightning - Live,400920,18,0.29,0.989,-2.908,0,0.0583,3.69e-05,0.113,0.966,0.528,150.965,4,0
1PumZzDzB0IA84mgDxLzc8,Hit The Lights - Live,252360,15,0.26,0.993,-2.589,1,0.137,9.97e-05,0.212,0.916,0.391,164.085,4,0
5gRty0VvZthglRgdfnyYiD,Some Kind Of Monster - Edit,256746,23,0.393,0.895,-3.483,1,0.073,0.00017,0.00386,0.208,0.421,105.332,4,0
09NpqcWK5TLI86HbHv3N0L,Frantic,350360,47,0.483,0.978,-3.063,0,0.0882,0.00497,0.125,0.0782,0.563,161.764,4,0
3fOc9x06lKJBhz435mInlH,St. Anger,441133,56,0.249,0.949,-2.642,0,0.0678,0.00131,0.0228,0.0953,0.498,185.252,4,0
3mNOQhKgWNgtWIq4SGND8j,Some Kind Of Monster,505546,44,0.337,0.938,-5.266,1,0.0532,0.000475,0.238,0.186,0.648,105.377,4,0
6BW7c1H0hOJ83lcKTbUR47,Dirty Window,324906,40,0.366,0.981,-4.234,1,0.0843,0.0121,0.000136,0.386,0.439,127.454,4,0
1mbtnFSKbTmvbYxecgFb57,Invisible Kid,510093,38,0.491,0.988,-5.205,1,0.0908,0.0065,0.516,0.0569,0.408,157.839,4,0
0rVZ9iDQCmb2nyB8RvfAOv,My World,345533,36,0.329,0.982,-4.456,1,0.083,0.0018,0.00456,0.281,0.351,99.153,4,0
2O4M60YhdylyjSNOXQMlIE,Shoot Me Again,430106,38,0.55,0.927,-4.324,1,0.0815,0.00061,0.0135,0.0458,0.347,111.432,4,0
5fU6qjmD38P90BMsuqpiuU,Sweet Amber,327133,38,0.479,0.913,-5.335,1,0.0625,0.00114,0.000107,0.226,0.413,93.213,4,0
6gcGqslzlXlwt4UCjXxrgN,The Unnamed Feeling,427893,39,0.469,0.915,-5.235,1,0.0643,0.000826,0.00421,0.11,0.441,140.421,4,0
0HZpiUtrwCqKChQn0x6Bqy,Purify,313933,35,0.506,0.988,-3.139,1,0.0733,0.00213,0.00399,0.296,0.235,105.531,3,0
2XDPSz4jo6FiOoRc7pfgm3,All Within My Hands,525893,36,0.553,0.966,-4.489,0,0.086,0.00392,0.00241,0.237,0.302,105.786,4,0
0bzvbai7mhD7fxxusyqf44,The Ecstasy Of Gold - Live with the SFSO,150600,42,0.203,0.589,-8.763,1,0.0573,0.331,0.604,0.825,0.0484,85.735,3,0
7KLL4TSjeDuFo6VtM9gNWk,The Call Of Ktulu - Live with the SFSO,574266,39,0.284,0.937,-5.11,0,0.0534,3.72e-05,0.84,0.426,0.0929,131.852,4,0
0wFL6kJKvHY6t5OcOiAbCZ,Master Of Puppets - Live with the SFSO,534773,40,0.279,0.99,-3.312,1,0.0971,6.36e-06,0.00442,0.726,0.24,107.146,4,0
0oYB2jJWFABCjNRY4KSZ9w,Of Wolf And Man - Live with the SFSO,258866,37,0.392,0.977,-3.497,0,0.0725,1.36e-05,5.57e-05,0.979,0.277,125.687,4,0
37DziDjAAxRySqsYGNYBlW,The Thing That Should Not Be - Live with the SFSO,446666,37,0.263,0.914,-5.474,0,0.0593,9.07e-06,0.0607,0.379,0.18,112.99,4,0
7yQP0dsMgIV5FJT94htpxe,Fuel - Live with the SFSO,275893,39,0.295,0.99,-4.04,0,0.177,1.7e-05,0.000151,0.71,0.148,115.569,4,0
4jfrFYcMWGojddctOCCSjL,The Memory Remains - Live with the SFSO,282373,38,0.326,0.975,-4.763,1,0.0868,0.000243,0.000476,0.962,0.324,76.444,4,0
0n4AllHzf3ma4ki20Y9h00,No Leaf Clover - Live with the SFSO,343200,54,0.246,0.952,-5.045,0,0.114,0.000558,0.00193,0.959,0.387,151.374,4,0
64PaBtqwPjhOg40JJCaWMo,Hero Of The Day - Live with the SFSO,284626,40,0.252,0.895,-5.34,1,0.0969,0.000771,0.000402,0.984,0.223,121.658,4,0
6sJT6EIer5VO2T05Qbg3cC,Devil's Dance - Live with the SFSO,326000,36,0.481,0.927,-3.615,0,0.047,2.82e-05,0.00432,0.988,0.371,96.39,4,0
5AJatXoJVwQQEtxp8Wq21O,Bleeding Me - Live with the SFSO,541640,37,0.27,0.909,-4.983,1,0.0577,5.52e-05,0.000183,0.977,0.333,132.409,4,0
5kFv1XqZifUS3gPfFSrnjW,Nothing Else Matters - Live with the SFSO,407266,41,0.276,0.611,-7.889,0,0.0343,0.000539,0.0791,0.975,0.0857,144.977,3,0
282rwnxfCemhohGXpwbi3X,Until It Sleeps - Live with the SFSO,269973,37,0.271,0.946,-4.161,1,0.0639,9.89e-06,0.000257,0.408,0.32,124.968,4,0
6EmUlknZSc3QK8JSk7F2Qt,For Whom The Bell Tolls - Live with the SFSO,292160,38,0.318,0.978,-3.93,0,0.127,1.51e-05,0.00829,0.978,0.171,126.87,4,0
5fsJYr9OnwU1jBfrK0th9s,Human - Live with the SFSO,259800,37,0.289,0.918,-4.761,1,0.0545,3.04e-05,0.0213,0.988,0.366,97.739,4,0
1ZCj3AabIF9OtX1ZMKvhnE,Wherever I May Roam - Live with the SFSO,421466,36,0.26,0.943,-4.193,1,0.0661,1.87e-05,0.00342,0.958,0.191,136.349,4,0
7C9TNEdXSMJjuJS5hczUXj,The Outlaw Torn - Live with the SFSO,598906,36,0.327,0.882,-5.307,0,0.0493,1.65e-05,0.00419,0.983,0.389,126.022,4,0
5snyl56jcL8JMOqR02HYCA,Sad But True - Live with the SFSO,346266,36,0.294,0.977,-3.732,1,0.0731,1.59e-05,0.00209,0.928,0.243,92.375,4,0
1L3xLJzYMRCN6ydha1XF42,One - Live with the SFSO,473066,37,0.292,0.949,-5.735,0,0.134,6.57e-06,0.279,0.992,0.238,124.283,4,0
0T3Pft6gyhtBCrGOsSrvlE,Enter Sandman - Live with the SFSO,459133,36,0.278,0.97,-4.537,0,0.145,0.000144,0.0481,0.966,0.152,131.288,4,0
2T9a3ToWrj8ijGUzCtlRNz,Battery - Live with the SFSO,444666,35,0.239,0.976,-5.29,1,0.344,0.000109,0.362,0.954,0.125,96.485,4,0
0i5rdIyrXsxgi00aqX1gUs,Free Speech For The Dumb,155533,36,0.441,0.941,-4.589,0,0.0383,1.81e-06,0.857,0.365,0.525,101.768,4,0
5Jf09YPlxBfhy9QzjNzp0S,It's Electric,213933,39,0.496,0.968,-3.152,0,0.0929,0.000184,0.0,0.112,0.619,90.918,4,0
08uoEjd9YjT1KDTKuTkfQq,Sabbra Cadabra,380240,42,0.338,0.951,-3.277,0,0.0621,0.000222,6.89e-06,0.107,0.344,141.016,4,0
7HPhrbgMHV5cUskknWA2oo,Turn The Page,366400,63,0.422,0.818,-3.941,1,0.0319,1.64e-05,0.0137,0.0931,0.228,149.045,4,0
0EJ3N6BhFDrUc26xBEpztv,"Die, Die My Darling",149333,53,0.449,0.975,-2.789,0,0.0582,0.00045,0.0,0.14,0.785,178.069,3,0
6mb5AfuKhjaU1l1eyDQEXy,Loverman,472693,40,0.515,0.512,-6.017,1,0.0429,0.00174,0.000134,0.106,0.255,128.958,4,0
45oVrneg2MiwAA74KgmtBj,Mercyful Fate,671573,40,0.328,0.952,-4.037,1,0.0635,1.12e-05,0.000334,0.0721,0.535,139.295,4,0
6FCSwETzhnykKYJLIMTewZ,Astronomy,397533,41,0.331,0.782,-5.624,0,0.0413,0.000157,0.0106,0.146,0.157,85.741,4,0
3ZpWy5rBZv2aLQAldnmTsP,Whiskey In The Jar,304893,67,0.511,0.972,-3.751,1,0.0413,5.36e-06,0.00101,0.19,0.532,132.97,4,0
3kjrWJMt1j9nl3favBZQIH,Tuesday's Gone,545733,47,0.457,0.599,-5.693,1,0.0273,0.0115,3.41e-06,0.709,0.31,136.102,3,0
0iEjWoFJLHPBjsV7vk1L8g,The More I See,288733,35,0.416,0.959,-5.139,1,0.0495,2.81e-06,0.0349,0.117,0.054,94.821,4,0
7wZrvpm5IAyCjg1PAVRwP6,Helpless,398333,38,0.309,0.985,-5.261,0,0.0756,4.24e-06,0.0115,0.101,0.602,150.289,4,0
4j0ridh4Q1pWDlxKkXpAif,The Small Hours,403240,39,0.478,0.858,-4.665,1,0.0388,0.000443,0.188,0.0822,0.554,89.314,4,0
2GNsDkUXo7qnkdW1g3hMDx,The Wait,295266,42,0.338,0.974,-4.896,1,0.0493,4.57e-05,0.633,0.104,0.69,163.94,4,0
6ynUnFkUxBvzlfyWqxPVDF,Crash Course In Brain Surgery,190333,39,0.555,0.984,-4.232,1,0.105,5.21e-05,0.355,0.0366,0.421,87.663,4,0
2huEOPsK2M0GbgfoiTqEdy,Last Caress / Green Hell,209800,40,0.339,0.998,-4.532,1,0.0568,3.23e-05,0.0292,0.0238,0.273,103.25,4,0
0vFDo1ed4LC3pmISYHeJV3,Am I Evil?,470133,45,0.349,0.943,-5.704,1,0.0922,0.00129,0.454,0.0529,0.518,97.491,4,0
2HmQF64EQZeVt34QcTHitk,Blitzkrieg,216800,40,0.492,0.968,-6.332,1,0.0559,0.000834,0.533,0.0661,0.631,98.825,4,0
5s2iMB6rN20tCQMmtuzuNa,Breadfan,341266,41,0.38,0.926,-7.49,1,0.0715,0.000338,0.136,0.638,0.148,123.285,4,0
2AaGEFSF73oqaJ76Btt2vt,The Prince,265666,35,0.269,0.957,-6.261,0,0.109,4.43e-05,0.02,0.0972,0.562,164.071,4,0
452eWE1sXO6L0HgNoqZbpE,Stone Cold Crazy,137626,43,0.448,0.942,-3.298,1,0.0819,0.000164,0.000258,0.0564,0.611,126.301,4,0
6BMu02ms9MpX99hHgACYRE,So What,188973,43,0.533,0.983,-2.964,1,0.0674,0.00118,3.13e-05,0.378,0.382,94.938,4,0
512XpdaHycrEZKIW3BraHs,Killing Time,183733,33,0.47,0.99,-3.523,0,0.0584,0.000171,0.00414,0.12,0.353,117.054,4,0
32pqukixTk9qRlWXPwnw5K,Overkill,244960,35,0.387,0.995,-3.97,1,0.211,4.11e-06,0.844,0.131,0.0553,132.23,4,0
1z12wAVxBan3TOYmuGseya,Damage Case,220306,33,0.453,0.988,-2.775,1,0.0734,8.15e-05,0.211,0.218,0.294,81.801,4,0
266SNdiM0KGi2lM1alS4ym,Stone Dead Forever,291960,33,0.348,0.989,-3.329,1,0.088,3.42e-05,0.183,0.151,0.331,102.423,4,0
1mOrFr6ycCtOYIuUyy7uTC,Too Late Too Late,192133,32,0.458,0.989,-3.439,1,0.0751,2.79e-05,0.0336,0.0445,0.327,98.027,4,0
1tTPC0hsnXq1IGpvWY54JC,Fuel,269733,68,0.491,0.951,-3.775,1,0.0465,2.3e-05,0.00354,0.0424,0.555,106.948,4,0
0vhOJ8a3M2LWnBNrDXJKDl,The Memory Remains,279240,59,0.432,0.904,-3.697,0,0.0432,0.000321,0.00982,0.206,0.6,144.401,4,0
1s36Y4giRH7VYiE0Iw1Z6i,Devil's Dance,318960,48,0.611,0.795,-4.875,0,0.0318,4.17e-05,0.146,0.0614,0.489,92.582,4,0
0IGXkVRn0uCsgn4FvIfpgB,The Unforgiven II,396440,60,0.49,0.884,-4.533,0,0.0428,0.000514,0.00177,0.27,0.254,132.978,4,0
52TariT5sfkYzKRwdVMrRw,Better Than You,321600,40,0.477,0.964,-5.44,1,0.052,3.59e-05,0.532,0.893,0.459,78.193,4,0
4E8tO8klOrcNGojpOvttMD,Slither,313200,40,0.505,0.857,-3.841,1,0.0352,3.93e-05,0.00777,0.174,0.51,110.501,4,0
5Raz1bgliM4doMnDaOyElV,Carpe Diem Baby,372200,44,0.387,0.866,-5.336,0,0.0346,1.38e-05,0.129,0.161,0.463,142.35,4,0
424n1SLlo8uYe5d9WzMrNj,Bad Seed,245333,39,0.548,0.946,-4.236,1,0.0439,2.6e-05,0.00902,0.312,0.713,126.915,4,0
4y8YNER0bmZhPOTJr76IiR,Where The Wild Things Are,414133,39,0.454,0.888,-4.844,1,0.0485,0.000375,0.0204,0.109,0.166,92.221,4,0
26A8IIHFL1Y9GufqR3I65T,Prince Charming,365226,39,0.551,0.975,-3.682,0,0.0469,1.97e-05,0.000811,0.0235,0.461,99.813,4,0
540SK3uC90geLZkbZrnpH9,Low Man's Lyric,457266,42,0.463,0.677,-6.19,1,0.0273,0.00232,0.000308,0.352,0.156,130.893,3,0
3mvunz8CB5WH2yLigeRw1w,Attitude,316240,37,0.458,0.972,-4.38,1,0.0451,1.28e-05,0.00718,0.331,0.628,155.514,4,0
3nPUPTVGhcRStUxcvM5xtI,Fixxxer,495226,40,0.48,0.837,-4.644,1,0.0452,0.000163,0.000244,0.0539,0.385,132.695,4,0
7LMeflTW3D3JRKaA2JK9KJ,Ain't My B*tch,304173,48,0.412,0.905,-4.525,0,0.0315,2.49e-05,0.0464,0.106,0.411,157.603,4,0
4M0aGQRCNnL77XUkvGO6If,2 X 4,328200,45,0.518,0.898,-4.448,1,0.0352,4.19e-06,0.0134,0.516,0.688,115.792,4,0
4GgHgoto2yRwvFk25vujpZ,The House Jack Built,398960,43,0.277,0.863,-5.378,1,0.0343,1.51e-05,0.00372,0.134,0.276,94.044,4,0
63aVbch5VRXtQnCITdeDTZ,Until It Sleeps,269573,61,0.562,0.919,-4.458,0,0.0293,0.000223,0.113,0.142,0.728,113.357,4,0
140u2dqlZbpi4ZLgeolKqA,King Nothing,328133,60,0.528,0.909,-5.712,1,0.0381,7.77e-05,0.00959,0.0891,0.349,112.083,4,0
5ktyEZbrgBEePsu6MW5Cvw,Hero Of The Day,261693,56,0.351,0.9,-7.146,1,0.0357,0.000107,0.0262,0.11,0.777,116.023,4,0
2IenDzi8pYn8c4WRteZai0,Bleeding Me,498133,49,0.391,0.761,-6.062,1,0.0319,0.000891,0.0301,0.128,0.247,115.723,4,0
5De0T23DDwoV7TN5A3sHEY,Cure,294200,41,0.609,0.846,-5.43,1,0.0276,2e-05,0.000909,0.0574,0.778,115.274,4,0
4XfQg5rBmwbZjmXbp0wxds,Poor Twisted Me,240000,40,0.477,0.919,-4.741,1,0.0681,9.91e-05,0.045,0.0413,0.476,118.243,4,0
3tIV4YWEZyzq4QtgvIgwxL,Wasting My Hate,237440,42,0.512,0.92,-5.684,1,0.0493,0.000108,0.0272,0.111,0.432,81.461,4,0
4ePx4Js87KSIVMLL4RD7vX,Mama Said,319600,50,0.451,0.497,-7.694,0,0.0311,0.0186,0.000505,0.395,0.397,135.298,4,0
2aKhGkbQ6mWIGsR0kpSdfj,Thorn Within,351560,40,0.526,0.897,-5.848,0,0.0311,1.59e-05,0.408,0.295,0.651,117.699,4,0
4Vv7tatQcfAZcXmMh7ireQ,Ronnie,317200,41,0.552,0.907,-5.476,1,0.0329,0.00145,0.00353,0.0481,0.591,84.469,4,0
44ARj4IaCoOevEu1oy0z1v,The Outlaw Torn,588600,45,0.621,0.725,-6.802,1,0.0318,0.00026,0.0637,0.368,0.418,118.515,4,0
4hhU32QuGlRshHRE8wXEgw,Enter Sandman (Live in Mexico City),447773,38,0.223,0.953,-6.617,0,0.115,0.00029,0.525,0.611,0.0469,133.322,4,2
091rXbVrcCxRF8jt5oCAzk,Creeping Death (Live in Mexico City),448226,36,0.244,0.987,-7.448,0,0.147,4.99e-06,0.159,0.885,0.0611,115.08,4,2
1HOrB4LPlKBC9tyX0bPNjs,Harvester of Sorrow (Live in Mexico City),438506,33,0.305,0.976,-6.593,1,0.117,0.000273,0.0196,0.6,0.0676,94.904,4,2
04CeQpd8Hv8jQ7hlc0Nq5J,Welcome Home (Sanitarium) (Live in Mexico City),399426,32,0.257,0.976,-7.565,0,0.179,7.79e-05,0.0394,0.965,0.0827,114.639,4,2
246F6v76CuIkRkgcIgBBi6,Sad But True (Live in Mexico City),367106,33,0.351,0.965,-6.708,0,0.0765,0.00173,0.00825,0.98,0.121,89.711,4,2
4cwQcWL0Al95wSGg0oHaSB,Of Wolf and Man (Live in Mexico City),382293,30,0.218,0.984,-6.376,1,0.151,0.000622,0.000386,0.809,0.0398,129.711,4,2
0vJLun1cVa9x6bTKQH8mKM,The Unforgiven (Live in Mexico City),408000,33,0.292,0.94,-6.905,1,0.0617,0.00263,0.00181,0.984,0.214,147.165,4,2
1v7CRxkZCDYFTBbHkWxPen,"Justice Medley (Eye of the Beholder, Blackened, The Frayed Ends of Sanity & ...And Justice for All) (Live in Mexico City)",578373,30,0.236,0.987,-5.473,1,0.236,0.000118,0.00653,0.981,0.0759,90.337,4,2
66huunYSa95tT6yNOGZpE6,Solos (Bass/Guitar) (Live in Mexico City),1128800,25,0.223,0.756,-12.954,1,0.126,0.0684,0.316,0.372,0.198,130.459,4,2
6EA543paJpFe3GJPop7Mt9,Through The Never (Live in Mexico City),226933,28,0.378,0.991,-6.311,0,0.122,6.39e-05,0.00111,0.8,0.06,108.093,4,2
